TaxID	Sample	NoReads	TotReads	RelAbundance	AvgRelAbundance	Prevalence	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Tribe	Continent	tax_name	genus	family	order	class	phylum
TRH13	SRR2915407	714	871	0.819747416762342	0.408516951277964	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Alternaria	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota
TRH13	SRR2954866	671	824	0.814320388349515	0.408516951277964	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Alternaria	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota
TRH23	CA_N_030	86	109	0.788990825688073	0.321141511731753	0.5	Ceratina australensis	Polymorphic	Female	abdomen	Australia	RNA	CompHym22	2019	January	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH21	CA_N_007	57	113	0.504424778761062	0.178858488268247	0.5	Ceratina australensis	Polymorphic	Female	abdomen	Australia	RNA	CompHym22	2019	January	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Wolfiporia	Wolfiporia	Phaeolaceae	Polyporales	Agaricomycetes	Basidiomycota
TRH23	CA_N_007	56	113	0.495575221238938	0.321141511731753	0.5	Ceratina australensis	Polymorphic	Female	abdomen	Australia	RNA	CompHym22	2019	January	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH21	CA_N_030	23	109	0.211009174311927	0.178858488268247	0.5	Ceratina australensis	Polymorphic	Female	abdomen	Australia	RNA	CompHym22	2019	January	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Wolfiporia	Wolfiporia	Phaeolaceae	Polyporales	Agaricomycetes	Basidiomycota
TRH493	SRR2954866	128	824	0.155339805825243	0.0752873050728434	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Apicystis	Apicystis	Ophryocystidae	Neogregarinorida	Conoidasida	Apicomplexa
TRH493	SRR2915407	127	871	0.145809414466131	0.0752873050728434	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Apicystis	Apicystis	Ophryocystidae	Neogregarinorida	Conoidasida	Apicomplexa
TRH116	SRR2915407	30	871	0.034443168771527	0.0161957436491924	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Fusarium	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota
TRH116	SRR2954866	25	824	0.0303398058252427	0.0161957436491924	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Fusarium	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota
TRH13	CA_N_007	0	113	0	0.408516951277964	0.5	Ceratina australensis	Polymorphic	Female	abdomen	Australia	RNA	CompHym22	2019	January	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Alternaria	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota
TRH13	CA_N_030	0	109	0	0.408516951277964	0.5	Ceratina australensis	Polymorphic	Female	abdomen	Australia	RNA	CompHym22	2019	January	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Alternaria	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota
TRH21	SRR2915407	0	871	0	0.178858488268247	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Wolfiporia	Wolfiporia	Phaeolaceae	Polyporales	Agaricomycetes	Basidiomycota
TRH21	SRR2954866	0	824	0	0.178858488268247	0.5	Ceratina australensis	Polymorphic	Unknown	whole body	Australia	RNA	PRJNA302035	2014	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Ceratina	Ceratini	Oceania	Wolfiporia	Wolfiporia	Phaeolaceae	Polyporales	Agaricomycetes	Basidiomycota
