TaxID	Sample	NoReads	TotReads	RelAbundance	AvgRelAbundance	Prevalence	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Tribe	Continent	tax_name	genus	family	order	class	phylum
TRH185	SRR12053420	189	189	1	0.309071729957806	0.333333333333333	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Dictyostelium	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea
TRH336	SRR12053418	1055	1055	1	0.166666666666667	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Plasmodium	Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa
TRH185	SRR12053407	135	158	0.854430379746835	0.309071729957806	0.333333333333333	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Dictyostelium	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea
TRH226	SRR1503113	157	195	0.805128205128205	0.134188034188034	0.166666666666667	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Malassezia	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota
TRH228	SRR12053426	66	108	0.611111111111111	0.227617214625876	0.5	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Yarrowia	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH228	SRR12053430	162	266	0.609022556390977	0.227617214625876	0.5	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Yarrowia	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH159	SRR12053426	42	108	0.388888888888889	0.0648148148148148	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Clavispora	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH23	SRR12053430	58	266	0.218045112781955	0.0363408521303258	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH111	SRR1503113	38	195	0.194871794871795	0.0324786324786325	0.166666666666667	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Metschnikowia	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH334	SRR12053430	46	266	0.172932330827068	0.0288220551378446	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Diplodia	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota
TRH228	SRR12053407	23	158	0.145569620253165	0.227617214625876	0.5	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Yarrowia	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH23	SRR12053407	0	158	0	0.0363408521303258	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH23	SRR12053418	0	1055	0	0.0363408521303258	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH23	SRR12053420	0	189	0	0.0363408521303258	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH23	SRR12053426	0	108	0	0.0363408521303258	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH23	SRR1503113	0	195	0	0.0363408521303258	0.166666666666667	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH111	SRR12053407	0	158	0	0.0324786324786325	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Metschnikowia	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH111	SRR12053418	0	1055	0	0.0324786324786325	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Metschnikowia	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH111	SRR12053420	0	189	0	0.0324786324786325	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Metschnikowia	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH111	SRR12053426	0	108	0	0.0324786324786325	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Metschnikowia	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH111	SRR12053430	0	266	0	0.0324786324786325	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Metschnikowia	Metschnikowia	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH159	SRR12053407	0	158	0	0.0648148148148148	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Clavispora	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH159	SRR12053418	0	1055	0	0.0648148148148148	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Clavispora	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH159	SRR12053420	0	189	0	0.0648148148148148	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Clavispora	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH159	SRR12053430	0	266	0	0.0648148148148148	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Clavispora	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH159	SRR1503113	0	195	0	0.0648148148148148	0.166666666666667	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Clavispora	Clavispora	Metschnikowiaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH185	SRR12053418	0	1055	0	0.309071729957806	0.333333333333333	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Dictyostelium	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea
TRH185	SRR12053426	0	108	0	0.309071729957806	0.333333333333333	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Dictyostelium	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea
TRH185	SRR12053430	0	266	0	0.309071729957806	0.333333333333333	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Dictyostelium	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea
TRH185	SRR1503113	0	195	0	0.309071729957806	0.333333333333333	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Dictyostelium	Dictyostelium	Dictyosteliaceae	Dictyosteliales	Eumycetozoa	Evosea
TRH226	SRR12053407	0	158	0	0.134188034188034	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Malassezia	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota
TRH226	SRR12053418	0	1055	0	0.134188034188034	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Malassezia	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota
TRH226	SRR12053420	0	189	0	0.134188034188034	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Malassezia	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota
TRH226	SRR12053426	0	108	0	0.134188034188034	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Malassezia	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota
TRH226	SRR12053430	0	266	0	0.134188034188034	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Malassezia	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota
TRH228	SRR12053418	0	1055	0	0.227617214625876	0.5	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Yarrowia	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH228	SRR12053420	0	189	0	0.227617214625876	0.5	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Yarrowia	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH228	SRR1503113	0	195	0	0.227617214625876	0.5	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Yarrowia	Yarrowia	Dipodascaceae	Saccharomycetales	Saccharomycetes	Ascomycota
TRH334	SRR12053407	0	158	0	0.0288220551378446	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Diplodia	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota
TRH334	SRR12053418	0	1055	0	0.0288220551378446	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Diplodia	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota
TRH334	SRR12053420	0	189	0	0.0288220551378446	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Diplodia	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota
TRH334	SRR12053426	0	108	0	0.0288220551378446	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Diplodia	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota
TRH334	SRR1503113	0	195	0	0.0288220551378446	0.166666666666667	Euglossa dilemma	Polymorphic	Unknown	whole body	Florida	RNA	PRJNA252310	2012	January	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Diplodia	Diplodia	Botryosphaeriaceae	Botryosphaeriales	Dothideomycetes	Ascomycota
TRH336	SRR12053407	0	158	0	0.166666666666667	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	November	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Plasmodium	Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa
TRH336	SRR12053420	0	189	0	0.166666666666667	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	March	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Plasmodium	Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa
TRH336	SRR12053426	0	108	0	0.166666666666667	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	April	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Plasmodium	Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa
TRH336	SRR12053430	0	266	0	0.166666666666667	0.166666666666667	Euglossa viridissima	Polymorphic	Female	abdomen	Mexico	RNA	PRJNA636137	2016	June	Paired	PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Euglossa	Euglossini	North America	Plasmodium	Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa
