TaxID	Sample	NoReads	TotReads	RelAbundance	AvgRelAbundance	Prevalence	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Tribe	Continent	tax_name	genus	family	order	class	phylum
TRH191	SRR2001766	2266	4072	0.556483300589391	0.556483300589391	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Zymoseptoria	Zymoseptoria	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota
TRH13	SRR2001766	845	4072	0.207514734774067	0.207514734774067	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Alternaria	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota
TRH153	SRR2001766	219	4072	0.0537819253438114	0.0537819253438114	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Cladosporium	Cladosporium	Cladosporiaceae	Cladosporiales	Dothideomycetes	Ascomycota
TRH127	SRR2001766	180	4072	0.0442043222003929	0.0442043222003929	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Aureobasidium	Aureobasidium	Saccotheciaceae	Dothideales	Dothideomycetes	Ascomycota
TRH23	SRR2001766	145	4072	0.0356090373280943	0.0356090373280943	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Aspergillus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
TRH1	SRR2001766	131	4072	0.0321709233791749	0.0321709233791749	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Starmerella	Starmerella		Saccharomycetales	Saccharomycetes	Ascomycota
TRH171	SRR2001766	108	4072	0.0265225933202358	0.0265225933202358	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Cercospora	Cercospora	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota
TRH116	SRR2001766	71	4072	0.0174361493123772	0.0174361493123772	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Fusarium	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota
TRH114	SRR2001766	64	4072	0.0157170923379175	0.0157170923379175	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Bipolaris	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota
TRH54	SRR2001766	43	4072	0.0105599214145383	0.0105599214145383	1	Dufourea novaeangliae	Solitary	Male	whole body	Canada	RNA	PRJNA279825	2011	NA	Paired	Other	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Dufourea	Rophitini	North America	Penicillium	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota
