TaxID	Sample	NoReads	TotReads	RelAbundance	AvgRelAbundance	Prevalence	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Family	Continent	tax_name	genus	family	order	class	phylum
TRH776	AM_N_068	331	331	1	0.0619319344673749	0.0853658536585366	Apis mellifera	Eusocial	Female	abdomen	United Kingdom	RNA	CompHym22	2019	July	Paired	POLYA	Illumina HiSeq PE150	Illumina	Illumina HiSeq	Apis	Apidae	Europe	Betapartitivirus	NA	Betapartitivirus	Durnavirales	Duplopiviricetes	Pisuviricota
TRH776	SRR12244814	1867	1867	1	0.0619319344673749	0.0853658536585366	Bombus pyrosoma	Eusocial	Unknown	whole body	China	RNA	PRJNA646806	2019	July	Paired	RT-PCR	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Asia	Betapartitivirus	NA	Betapartitivirus	Durnavirales	Duplopiviricetes	Pisuviricota
TRH776	SRR13769019	209	209	1	0.0619319344673749	0.0853658536585366	Bombus terrestris	Eusocial	Unknown	pooled whole bodies (239)	Scotland	RNA	PRJNA704259	2021	NA	Paired	RT-PCR	MGI DNBSEQ-G400	MGI	MGI	Bombus	Apidae	Europe	Betapartitivirus	NA	Betapartitivirus	Durnavirales	Duplopiviricetes	Pisuviricota
TRH776	SRR6148369	197	197	1	0.0619319344673749	0.0853658536585366	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Betapartitivirus	NA	Betapartitivirus	Durnavirales	Duplopiviricetes	Pisuviricota
TRH777	SRR11445089	228228	228228	1	0.141588309495865	0.146341463414634	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	United Kingdom	RNA	PRJNA615177	2021	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Parvoviridae	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota
TRH777	SRR11445090	169408	169408	1	0.141588309495865	0.146341463414634	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	United Kingdom	RNA	PRJNA615177	2021	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Parvoviridae	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota
TRH777	SRR11445091	89902	89902	1	0.141588309495865	0.146341463414634	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	United Kingdom	RNA	PRJNA615177	2021	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Parvoviridae	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota
TRH777	SRR11448239	71461	71461	1	0.141588309495865	0.146341463414634	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	United Kingdom	RNA	PRJNA615177	2021	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Parvoviridae	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota
TRH777	SRR11448240	24953	24953	1	0.141588309495865	0.146341463414634	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	United Kingdom	RNA	PRJNA615177	2021	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Parvoviridae	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota
TRH777	SRR11448241	30567	30567	1	0.141588309495865	0.146341463414634	Bombus terrestris	Eusocial	Female	whole body (pool of 3)	United Kingdom	RNA	PRJNA615177	2021	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Bombus	Apidae	Europe	Parvoviridae	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota
