TaxID	Sample	NoReads	TotReads	RelAbundance	AvgRelAbundance	Prevalence	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Tribe	Continent	tax_name	genus	family	order	class	phylum
TRH7	SRR5117448	7979	7979	1	0.0746235289410061	0.372093023255814	Apis mellifera	O. Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	November	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apini	Oceania	Escherichia	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH9	SRR1790685	1084	1084	1	0.167414333097029	0.825581395348837	Apis mellifera	O. Eusocial	Female	pool of abdomens and fat bodies	California	RNA	PRJNA274674	2015	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apini	North America	Lactobacillus: Firm-5	Lactobacillus: Firm-5	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
TRH9	SRR18500089	18195	18195	1	0.167414333097029	0.825581395348837	Apis mellifera	O. Eusocial	Female	pooled whole bodies	New Zealand	RNA	PRJNA820512	2021	NA	Paired	NA	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apini	Oceania	Lactobacillus: Firm-5	Lactobacillus: Firm-5	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
TRH38	SRR5117444	360	360	1	0.0233459104091892	0.13953488372093	Apis mellifera	O. Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2013	October	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apini	Oceania	Staphylococcus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes
TRH7	SRR5117446	5510603	5551029	0.992717386271987	0.0746235289410061	0.372093023255814	Apis mellifera	O. Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	June	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apini	Oceania	Escherichia	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH7	SRR5117442	21589	21929	0.98449541702768	0.0746235289410061	0.372093023255814	Apis mellifera	O. Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2013	January	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apini	Oceania	Escherichia	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH7	SRR17475014	68460	73648	0.929556810775581	0.0746235289410061	0.372093023255814	Apis mellifera	O. Eusocial	Female	abdomen	China	RNA	PRJNA793424	2020	September	Paired	RANDOM	Illumina NovaSeq 6000	Illumina	Illumina NovaSeq	Apis	Apini	Asia	Escherichia	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH38	SRR1380984	1553	1697	0.915144372421921	0.0233459104091892	0.13953488372093	Apis cerana	O. Eusocial	Female	gut	South Korea	RNA	PRJNA235974	2013	NA	Paired	POLYA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apini	Asia	Staphylococcus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes
TRH224	SRR1790686	30260	33610	0.900327283546564	0.0253628623912309	0.186046511627907	Apis mellifera	O. Eusocial	Female	pool of abdomens and fat bodies	California	RNA	PRJNA274674	2015	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apini	North America	Pseudomonas	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria
TRH224	SRR1790687	58858	65478	0.898897339564434	0.0253628623912309	0.186046511627907	Apis mellifera	O. Eusocial	Female	pool of abdomens and fat bodies	California	RNA	PRJNA274674	2015	NA	Paired	CDNA	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apini	North America	Pseudomonas	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria
